,crop,State,Season,Yield -2005-06,Yield-2006-07,Yield-2007-08,Yield-2008-09,Yield-2009-10,Yield-2010-11,Yield-2011-12,Yield-2012-13,Yield-2013-14,Yield-2014-15,Yield-2015-16,Yield-2016-17,Yield-2017-18,Yield-2018-19,Yield-2019-20,Yield-2020-21*,Max_Temp,Min_Temp,Rainfall,Fertilizer,COI,COR,Soiltype,PhValue,AvgTemp
,Tobacco,Mizoram,Kharif,1234,1290,1369,1469,1592,729,1879,2054,4061,2244,2457,2683,2923,3179,3449,3742,27.46,18.15,2539.4,40,50689,85432,sandy soil,8,22.805
,Tobacco,Nagaland,Kharif,1249,1307,1385,1485,1598,1721,1858,2015,2183,2374,2580,2799,3034,3285,3560,3861,25.26,15.26,1656.6,40,50689,85432,sandy soil,8,20.26
,Tobacco,Odisha,Kharif,1803,1864,2033,2157,2296,2451,2624,2816,3027,3256,3505,3773,4061,4379,4718,5090,32.61,20.86,1002.3,40,50689,85432,sandy soil,8,26.735
,Tobacco,Punjab,Kharif,2539,2653,2793,2957,3142,3338,3557,3795,4044,4313,4602,4913,5246,5614,6012,6444,31.14,18.04,992.5,40,50689,85432,clay soil,8,24.59
,Tobacco,Rajasthan,Kharif,2062,2135,2223,2345,2491,2651,2836,3045,3268,3508,3768,4053,4366,4708,4974,5263,33.52,19.39,1062.3,40,50689,85432,sandy soil,8,26.455
,Tobacco,Sikkim,Kharif,1324,1380,1462,1570,1693,1827,1979,2148,2331,2534,2751,2983,3230,3492,3781,4188,12.16,0.35,2500,40,50689,85432,alluvial soil,8,6.255
,Tobacco,Tamil Nadu,Kharif,1040,1088,1154,1234,1324,1423,1532,1651,1780,1912,2054,2204,2364,2533,2712,2901,32.39,23.32,1386.4,40,50689,85432,red soil,8,27.855
,Tobacco,Telangana,Kharif,1838,1892,2048,2167,2290,2366,2464,2586,2693,2817,2952,3085,3225,3371,3527,3695,33.76,16.78,1092.6,40,50689,85432,clay soil,8,25.27
,Tobacco,Tripura,Kharif,1249,1307,1385,1485,1598,1721,1858,2015,2183,2374,2580,2799,3034,3285,3560,3861,30.09,20.32,1362,40,50689,85432,sandy soil,8,25.205
,Tobacco,Uttar Pradesh,Kharif,3287,3411,3609,3766,3904,4071,4282,4540,4754,4994,5239,5484,5748,6034,6341,6673,32.56,19.59,1092.6,40,50689,85432,clay soil,8,26.075
,Tobacco,Uttarakhand,Kharif,2745,2875,3025,3200,3395,3594,3817,4066,4340,4636,4956,5301,5673,6069,6502,6982,19.24,9.03,1271.4,40,50689,85432,sandy soil,8,14.135
,Tobacco,West Bengal,Kharif,3287,3411,3609,3766,3904,4071,4282,4540,4754,4994,5239,5484,5748,6034,6341,6673,31.27,20.8,1260.5,40,50689,85432,clay soil,8,26.035
,Turmeric,Andhra Pradesh,Kharif,1819,1833,1842,1851,1857,1862,1867,1872,1876,1880,1884,1887,1890,1904,1995,2208,33.57,22.72,1002.37,3,107299,142788,black soil,6,28.145
,Turmeric,Arunachal Pradesh,Kharif,1121,1144,1167,1191,1216,1241,1267,1293,1320,1348,1377,1406,1436,1466,1497,1528,24.84,14.24,1656.61,3,107299,142788,clay soil,6,19.54
,Turmeric,Assam,Kharif,1786,1801,1815,1829,1842,1855,1868,1880,1892,1903,1914,1925,1935,1945,1954,1963,28.57,18.85,1599.61,3,107299,142788,sandy soil,6,23.71
,Turmeric,Bihar,Kharif,1764,1779,1794,1808,1821,1834,18447,1859,1871,1882,1893,1903,1913,1922,1931,1940,31.67,19.8,1133.081,3,107299,142788,clay soil,6,25.735
,Turmeric,Chattisgarh,Kharif,1921,1936,1950,1964,1977,1990,2003,2016,2028,2040,2052,2063,2074,2085,2095,2105,32.29,20.28,1341.33,3,107299,142788,alluvial soil,6,26.285
,Turmeric,Goa,Kharif,1950,1965,1980,1995,2009,2023,2037,2051,2065,2079,2092,2106,2119,2132,2145,2158,31.39,22.31,2539.46,3,107299,142788,sandy soil,6,26.85
,Turmeric,Gujarat,Kharif,1849,1864,1879,1893,1907,1921,1935,1949,1963,1977,1990,2004,2017,2031,2044,2057,34.05,20.94,1155.18,3,107299,142788,alluvial soil,6,27.495
,Turmeric,Haryana,Kharif,1856,1871,1886,1900,1914,1928,1942,1956,1970,1984,1998,2012,2039,2052,2066,2160,31.88,19.16,1132.3,3,107299,142788,clay soil,6,25.52
,Turmeric,Himachal Pradesh,Kharif,1870,1885,1900,1915,1930,1945,1960,1975,1990,2005,2020,2035,2050,2065,2080,2095,14.26,4.04,1656.61,3,107299,142788,clay soil,6,9.15
,Turmeric,Jammu & Kashmir,Kharif,1711,1726,1741,1755,1769,1783,1797,1810,1824,1838,1851,1864,1877,1890,1903,1916,12.5,2.5,1599.61,3,107299,142788,alluvial soil,6,7.5
,Turmeric,Jharkhand,Kharif,1841,1856,1871,1885,1899,1913,1927,1941,1954,1968,1981,1994,2007,2020,2033,2046,31.28,19.38,1133.08,3,107299,142788,clay soil,6,25.33
,Turmeric,Karnataka,Kharif,1858,1873,1888,1903,1918,1932,1947,1961,1976,1990,2005,2019,2034,2048,2063,2077,31.63,20.8,1002.37,3,107299,142788,sandy soil,6,26.215
,Turmeric,Kerala,Kharif,1913,1928,1943,1958,1972,1987,2001,2016,2030,2044,2059,2073,2088,2102,2117,2131,30.61,22.6,1478.6,3,107299,142788,clay soil,6,26.605
,Turmeric,Madhya Pradesh,Kharif,1837,1852,1867,1882,1896,1910,1924,1938,1952,1966,1980,1994,2008,2022,2036,2077,32.64,19.52,1341.33,3,107299,142788,clay soil,6,26.08
,Turmeric,Maharashtra,Kharif,1780,1795,1810,1825,1839,1854,1868,1882,1896,1910,1924,1938,1952,1966,1980,1994,33.48,20.57,1063.7,3,107299,142788,clay soil,6,27.025
,Turmeric,Manipur,Kharif,1876,1891,1906,1921,1936,1951,1966,1981,1996,2011,2026,2041,2056,2071,2086,2101,25.72,15.68,1656.6,3,107299,142788,clay soil,6,20.7
,Turmeric,Meghalaya,Kharif,1890,1905,1920,1935,1950,1965,1980,1995,2010,2025,2040,2055,2070,2085,2100,2115,26.82,17.99,1599.6,3,107299,142788,sandy soil,6,22.405
,Turmeric,Mizoram,Kharif,1871,1886,1901,1916,1931,1946,1961,1976,1991,2006,2021,2036,2051,2066,2081,2096,27.46,18.15,2539.4,3,107299,142788,clay soil,6,22.805
,Turmeric,Nagaland,Kharif,1895,1910,1925,1940,1955,1970,1985,2000,2015,2030,2045,2060,2075,2090,2105,2120,25.26,15.26,1656.6,3,107299,142788,sandy soil,6,20.26
,Turmeric,Odisha,Kharif,1827,1842,1857,1872,1886,1900,1914,1928,1942,1956,1970,1984,1998,2012,2025,2039,32.61,20.86,1002.3,3,107299,142788,clay soil,6,26.735
,Turmeric,Punjab,Kharif,1878,1893,1908,1922,1937,1951,1965,1979,1993,2021,2035,2049,2063,2077,2091,2134,31.14,18.04,992.5,3,107299,142788,clay soil,6,24.59
,Turmeric,Rajasthan,Kharif,1823,1838,1853,1868,1882,1896,1910,1924,1938,1952,1966,1980,1994,2008,2022,2036,33.52,19.39,1062.3,3,107299,142788,clay soil,6,26.455
,Turmeric,Sikkim,Kharif,1865,1880,1895,1910,1925,1940,1955,1970,1985,2000,2015,2030,2045,2060,2090,2123,12.16,0.35,2500,3,107299,142788,clay soil,6,6.255
,Turmeric,Tamil Nadu,Kharif,1943,1958,1973,1988,2002,2017,2031,2046,2060,2075,2089,2104,2119,2133,2148,2163,32.39,23.32,1386.4,3,107299,142788,sandy soil,6,27.855
,Turmeric,Telangana,Kharif,1832,1847,1862,1877,1891,1906,1920,1934,1963,1977,1992,2006,2020,2035,2049,2121,33.76,16.78,1092.6,3,107299,142788,sandy soil,6,25.27
,Turmeric,Tripura,Kharif,1853,1868,1883,1898,1912,1927,1941,1956,1970,1984,1999,2013,2028,2042,2057,2071,30.09,20.32,1362,3,107299,142788,alluvial soil,6,25.205
,Turmeric,Uttar Pradesh,Kharif,1857,1872,1887,1901,1916,1930,1944,1958,1972,1986,2000,2014,2028,2042,2056,2070,32.56,19.59,1092.6,3,107299,142788,clay soil,6,26.075
,Turmeric,Uttarakhand,Kharif,1848,1863,1878,1893,1908,1922,1936,1950,1964,1978,1992,2006,2020,2034,2048,2062,19.24,9.03,1271.4,3,107299,142788,clay soil,6,14.135
,Turmeric,West Bengal,Kharif,1852,1867,1882,1896,1911,1925,1939,1953,1967,1981,1995,2009,2023,2037,2051,2065,31.27,20.8,1260.5,3,107299,142788,alluvial soil,6,26.035
